City,Neighborhood,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Size,Has_Pool,Distance_to_Center,Condition,Price
Houston,Suburb,2706.0,2,1,1982,0,Yes,7.73,Fair,468000.0
New York,Downtown,2499.0,5,2,2022,3,No,15.42,Poor,511600.0
Chicago,Urban,2506.0,1,2,1958,3,No,1.45,Good,432700.0
Phoenix,Rural,2240.0,4,1,1997,3,No,19.58,Excellent,428800.0
Phoenix,Suburb,2369.0,2,3,2016,3,Yes,16.85,Fair,455100.0
Houston,Rural,2670.0,3,3,1985,3,No,20.17,Good,489400.0
Phoenix,Suburb,1705.0,5,3,2020,1,No,27.94,Fair,404400.0
New York,Downtown,1687.0,5,3,1993,0,Yes,20.77,Good,405700.0
New York,Downtown,2499.0,2,1,2009,2,Yes,9.95,Good,278600.0
Houston,Suburb,1220.0,1,2,2012,3,No,6.36,Excellent,268700.0
Houston,Suburb,1526.0,3,2,1954,1,Yes,25.71,Fair,268600.0
Houston,Suburb,2628.0,2,3,1989,2,Yes,6.23,Fair,507700.0
Chicago,Downtown,2499.0,4,1,1968,1,Yes,5.27,Good,377900.0
Phoenix,Urban,2911.0,3,1,1996,3,No,6.6,Poor,529000.0
Houston,Rural,2528.0,5,3,2014,3,No,15.51,Good,543100.0
Los Angeles,Rural,925.0,2,3,2016,3,Yes,4.16,Good,270300.0
Los Angeles,Downtown,3024.0,5,3,1967,3,No,28.17,Fair,582200.0
New York,Rural,3149.0,5,2,1999,2,Yes,29.0,Excellent,587800.0
Phoenix,Suburb,1705.0,5,3,1979,2,No,29.23,Fair,383100.0
Houston,Urban,2836.0,1,2,2015,1,Yes,1.65,Excellent,546200.0
Los Angeles,Rural,2499.0,5,1,1986,0,No,28.41,Excellent,329900.0
Phoenix,Urban,2578.0,4,1,1991,3,Yes,29.92,Good,472900.0
New York,Suburb,1488.0,4,2,1954,1,No,28.3,Poor,278400.0
Chicago,Rural,1066.0,3,2,1999,1,No,20.29,Excellent,236100.0
Phoenix,Downtown,2194.0,5,2,2007,1,Yes,21.19,Good,458000.0
Phoenix,Urban,2401.0,5,2,1957,3,No,4.11,Fair,488700.0
Chicago,Suburb,2182.0,2,3,1980,3,No,26.29,Fair,375500.0
Phoenix,Urban,1553.0,1,1,1961,1,No,2.26,Fair,281000.0
New York,Rural,2180.0,3,3,1970,3,No,9.87,Excellent,430300.0
New York,Rural,2715.0,5,2,2011,1,No,29.74,Excellent,511300.0
Chicago,Downtown,2464.0,2,3,1982,2,No,12.96,Excellent,443400.0
Houston,Suburb,2646.0,1,3,1975,3,No,4.37,Good,500000.0
Los Angeles,Suburb,1964.0,3,1,1989,2,No,29.09,Good,325900.0
Houston,Downtown,3437.0,3,3,2014,0,Yes,29.53,Fair,604000.0
Phoenix,Downtown,1559.0,5,1,2008,3,No,6.02,Fair,395600.0
Los Angeles,Suburb,2890.0,3,2,1964,0,Yes,26.01,Fair,503600.0
Chicago,Urban,3446.0,2,3,1950,1,No,12.02,Good,594400.0
Chicago,Urban,2885.0,3,2,1960,3,Yes,11.75,Excellent,507900.0
Los Angeles,Downtown,2338.0,4,1,2004,3,No,8.25,Excellent,468900.0
New York,Urban,2077.0,2,2,1951,3,Yes,1.82,Fair,374500.0
Los Angeles,Suburb,3329.0,1,2,2014,0,Yes,8.41,Good,573300.0
Phoenix,Rural,1362.0,1,1,1993,0,No,2.09,Good,265100.0
New York,Rural,1724.0,5,2,1965,1,Yes,27.77,Good,350500.0
Chicago,Urban,2182.0,5,2,1986,2,No,20.02,Good,428900.0
Los Angeles,Downtown,2499.0,4,2,1967,2,No,26.66,Fair,576200.0
Houston,Downtown,2499.0,1,3,1996,0,Yes,21.66,Excellent,497100.0
Houston,Downtown,1726.0,1,2,1979,3,No,4.37,Good,343100.0
Phoenix,Downtown,2252.0,1,1,1959,2,Yes,28.25,Good,346900.0
Houston,Downtown,2009.0,1,3,2007,2,Yes,27.05,Fair,359400.0
Los Angeles,Urban,1932.0,3,3,2011,0,No,10.77,Fair,419300.0
Los Angeles,Rural,3283.0,2,1,1955,1,No,3.79,Fair,545000.0
Houston,Rural,1403.0,2,2,2016,0,No,21.27,Good,275100.0
Los Angeles,Urban,3787.0,4,3,1990,0,No,21.99,Excellent,703900.0
Phoenix,Downtown,3163.0,3,3,1992,3,No,26.96,Good,584800.0
New York,Urban,3373.0,1,3,1967,0,Yes,2.05,Good,585600.0
Phoenix,Rural,2130.0,1,2,2007,3,Yes,4.68,Good,401700.0
Phoenix,Suburb,2380.0,5,3,2009,1,No,18.15,Fair,519200.0
Los Angeles,Urban,1353.0,5,1,1976,3,No,18.76,Good,307800.0
New York,Downtown,2080.0,4,2,2017,1,No,1.49,Good,468100.0
Los Angeles,Rural,2895.0,1,1,1971,1,Yes,12.21,Fair,467400.0
Chicago,Rural,3537.0,4,1,1973,1,Yes,17.73,Fair,600500.0
Los Angeles,Rural,1614.0,3,3,1989,0,Yes,22.27,Good,329500.0
Los Angeles,Rural,2208.0,2,3,2023,3,No,9.83,Fair,444000.0
Los Angeles,Downtown,2379.0,1,3,2015,2,No,14.78,Excellent,400000.0
New York,Suburb,1383.0,3,1,1989,0,Yes,24.51,Good,267200.0
Los Angeles,Rural,2973.0,1,2,1955,1,No,28.64,Fair,489000.0
New York,Urban,1921.0,5,3,1967,2,No,7.29,Fair,433600.0
Houston,Suburb,2499.0,4,3,1979,0,Yes,7.96,Excellent,488700.0
Chicago,Rural,2138.0,5,1,1970,2,Yes,28.22,Good,389700.0
New York,Suburb,1869.0,2,2,2011,1,No,12.18,Good,353100.0
Houston,Urban,2494.0,5,1,1959,2,Yes,21.69,Poor,458600.0
New York,Rural,2328.0,1,3,1962,2,No,18.56,Excellent,405500.0
New York,Urban,2203.0,5,1,1958,1,Yes,8.92,Good,441100.0
Chicago,Downtown,1917.0,1,3,2017,2,Yes,19.78,Good,353900.0
Phoenix,Rural,2756.0,2,2,1988,0,No,19.84,Excellent,483200.0
Phoenix,Rural,3823.0,5,1,1973,2,No,17.98,Fair,680000.0
New York,Rural,2612.0,4,3,1983,3,Yes,3.44,Good,543600.0
Los Angeles,Rural,3297.0,4,3,2010,0,No,29.86,Poor,620700.0
Houston,Downtown,1388.0,4,3,1990,2,Yes,12.31,Good,357500.0
Los Angeles,Rural,2626.0,5,3,1954,3,No,19.33,Fair,537700.0
Los Angeles,Suburb,1622.0,5,1,1999,3,Yes,26.63,Excellent,324300.0
New York,Rural,1318.0,5,3,1953,3,Yes,12.99,Fair,344100.0
New York,Downtown,1909.0,1,1,2000,2,Yes,23.33,Good,337400.0
New York,Rural,2499.0,2,3,2001,1,No,29.17,Excellent,558800.0
New York,Suburb,3260.0,4,1,1988,3,Yes,11.09,Excellent,593500.0
Phoenix,Downtown,2694.0,1,1,1957,1,Yes,12.46,Good,422500.0
New York,Downtown,1274.0,4,3,1994,0,Yes,27.21,Good,296300.0
Phoenix,Suburb,2343.0,1,3,1977,1,Yes,5.21,Poor,449700.0
Phoenix,Suburb,2741.0,5,3,1976,1,No,1.34,Poor,558500.0
New York,Suburb,2640.0,4,3,2014,1,No,27.31,Good,515100.0
Chicago,Suburb,2499.0,5,2,1983,1,Yes,24.74,Poor,255300.0
Houston,Suburb,1788.0,4,3,2011,1,Yes,29.19,Fair,396000.0
Los Angeles,Downtown,2449.0,3,3,2011,0,No,2.22,Poor,517700.0
Phoenix,Downtown,2929.0,1,3,1987,0,Yes,5.11,Good,523300.0
Houston,Rural,743.0,3,1,1975,1,No,3.61,Good,194000.0
Chicago,Rural,2370.0,1,3,1973,1,Yes,20.66,Fair,443500.0
Los Angeles,Urban,2614.0,2,1,1988,3,No,18.38,Fair,446500.0
Los Angeles,Rural,3180.0,4,1,1970,0,Yes,11.1,Good,551500.0
Phoenix,Rural,3054.0,2,1,1996,2,No,2.19,Good,532600.0
New York,Suburb,2966.0,2,1,1997,0,No,19.37,Good,503800.0
Chicago,Suburb,1860.0,1,2,1986,2,No,17.32,Excellent,302400.0
Phoenix,Rural,2499.0,3,3,1952,3,Yes,3.83,Fair,248300.0
Chicago,Urban,2186.0,5,1,1981,1,No,27.31,Poor,431600.0
New York,Suburb,3301.0,1,3,1984,3,No,6.37,Poor,590900.0
New York,Rural,3615.0,5,1,1968,1,Yes,22.43,Good,625800.0
Phoenix,Rural,3068.0,2,2,1963,0,Yes,26.61,Good,514000.0
New York,Downtown,2843.0,5,1,1997,1,Yes,17.59,Fair,532100.0
Houston,Urban,2804.0,3,3,2017,2,Yes,7.78,Good,581900.0
Los Angeles,Downtown,2055.0,1,3,1994,2,No,9.62,Good,397100.0
Phoenix,Urban,2396.0,3,2,1968,3,Yes,26.63,Excellent,422500.0
Chicago,Suburb,3835.0,3,3,2013,0,Yes,9.3,Good,700400.0
Houston,Urban,1746.0,1,3,2015,2,Yes,22.51,Good,318300.0
Phoenix,Rural,3792.0,3,1,2015,3,Yes,29.71,Good,595000.0
New York,Rural,2242.0,4,3,1994,0,Yes,29.99,Excellent,431900.0
New York,Urban,3560.0,4,1,2023,0,Yes,16.24,Excellent,645900.0
New York,Urban,1375.0,4,2,2016,3,Yes,24.88,Good,285100.0
New York,Urban,2969.0,5,3,2018,2,No,29.71,Good,590300.0
Chicago,Downtown,1911.0,3,1,1952,2,No,11.55,Good,350100.0
Houston,Urban,1368.0,1,3,1987,3,No,7.95,Good,304000.0
Los Angeles,Suburb,2675.0,1,1,1991,2,No,3.87,Good,451800.0
Chicago,Downtown,2499.0,5,2,1989,3,No,4.66,Fair,667900.0
Chicago,Downtown,1824.0,1,1,1999,2,Yes,25.68,Excellent,288000.0
Los Angeles,Urban,1301.0,4,3,1984,2,Yes,17.87,Good,313700.0
Los Angeles,Suburb,2427.0,3,1,1973,3,Yes,26.27,Excellent,414200.0
New York,Downtown,2430.0,1,3,1966,3,Yes,23.79,Good,402300.0
Chicago,Rural,2939.0,1,2,1989,2,No,20.38,Good,487200.0
Phoenix,Downtown,3260.0,2,1,2023,3,No,18.47,Fair,527700.0
Los Angeles,Urban,2452.0,2,3,2015,2,Yes,1.93,Good,492300.0
Los Angeles,Suburb,3984.0,2,3,1993,1,Yes,26.23,Good,663400.0
Houston,Urban,2679.0,3,3,1972,0,No,12.83,Fair,475400.0
Phoenix,Rural,2223.0,4,1,1955,0,No,17.01,Excellent,419600.0
Phoenix,Rural,1211.0,4,1,2015,2,No,1.15,Fair,306200.0
Los Angeles,Rural,2290.0,4,1,1970,0,Yes,28.11,Good,419400.0
New York,Urban,2231.0,3,2,1984,2,Yes,27.13,Fair,401700.0
Houston,Downtown,3268.0,3,3,1978,3,No,16.53,Excellent,580500.0
Phoenix,Urban,2870.0,2,3,1956,1,No,17.53,Fair,511500.0
Los Angeles,Suburb,1557.0,1,2,2002,0,Yes,21.3,Good,304900.0
Phoenix,Downtown,2638.0,5,2,1986,0,Yes,8.31,Fair,540700.0
Houston,Rural,3037.0,5,1,1972,3,Yes,7.05,Good,601100.0
Houston,Urban,3722.0,1,1,1957,1,Yes,20.38,Excellent,566400.0
Chicago,Rural,3210.0,2,1,1997,1,No,3.58,Fair,580300.0
Los Angeles,Rural,3109.0,1,1,1959,1,No,13.89,Good,485600.0
Houston,Suburb,2548.0,1,1,1973,3,No,15.04,Fair,439000.0
Chicago,Downtown,2811.0,5,1,1996,0,Yes,11.75,Good,565300.0
Chicago,Suburb,3500.0,2,2,2002,0,Yes,5.97,Good,629100.0
Phoenix,Suburb,1434.0,3,2,1988,1,Yes,10.98,Good,277100.0
Phoenix,Suburb,2220.0,5,2,2016,3,No,10.46,Good,494800.0
Chicago,Rural,1882.0,3,3,2015,3,No,15.23,Good,383800.0
Phoenix,Suburb,2803.0,2,3,1955,3,No,20.4,Fair,485400.0
Houston,Suburb,3484.0,1,1,1970,1,Yes,29.06,Good,541600.0
New York,Downtown,2022.0,4,2,2022,3,Yes,4.75,Poor,463100.0
Houston,Downtown,588.0,4,3,2023,1,No,26.25,Good,223100.0
Chicago,Suburb,2170.0,2,3,1985,1,Yes,8.88,Excellent,417600.0
Chicago,Downtown,3231.0,4,2,1952,1,No,17.95,Fair,549900.0
Houston,Downtown,2930.0,3,3,1991,2,No,16.63,Fair,533200.0
Phoenix,Suburb,2843.0,4,3,1994,1,No,16.93,Poor,547600.0
Phoenix,Rural,2276.0,2,2,1993,3,No,21.84,Excellent,402000.0
Chicago,Suburb,1477.0,2,3,1982,2,Yes,11.76,Excellent,331100.0
Los Angeles,Downtown,2912.0,3,2,2009,0,Yes,9.91,Fair,560400.0
Phoenix,Rural,1833.0,4,3,2019,0,Yes,25.66,Good,429400.0
Houston,Urban,4247.0,4,2,1975,3,Yes,6.99,Fair,743600.0
Phoenix,Rural,2956.0,1,3,1986,3,Yes,5.82,Good,537200.0
Houston,Downtown,2035.0,5,3,1951,3,Yes,0.96,Good,475000.0
Chicago,Rural,2011.0,2,2,1996,3,No,6.71,Good,392500.0
Phoenix,Suburb,2426.0,1,3,1979,2,Yes,15.8,Excellent,410400.0
Houston,Urban,2308.0,2,2,1976,3,Yes,16.39,Good,400200.0
Chicago,Urban,3393.0,1,2,2020,1,Yes,8.01,Fair,581000.0
Los Angeles,Urban,2649.0,5,3,1969,0,No,2.63,Good,585300.0
Houston,Downtown,1915.0,1,1,1999,3,Yes,22.47,Good,327200.0
Los Angeles,Downtown,4012.0,2,3,1972,1,No,22.86,Excellent,678100.0
Los Angeles,Urban,2539.0,4,1,1962,3,Yes,29.94,Fair,436300.0
New York,Rural,3115.0,2,1,1953,1,Yes,27.05,Good,479200.0
Phoenix,Urban,2013.0,3,3,1963,2,Yes,27.82,Good,375900.0
Houston,Rural,2790.0,3,1,1969,0,No,24.05,Good,469400.0
Los Angeles,Rural,2749.0,3,2,1962,0,No,18.66,Fair,482600.0
New York,Downtown,988.0,3,2,1952,2,Yes,4.29,Excellent,249100.0
Chicago,Rural,4112.0,5,1,1996,1,Yes,18.86,Fair,714100.0
Houston,Urban,3533.0,4,2,1952,3,Yes,2.15,Fair,653700.0
Los Angeles,Downtown,2182.0,4,3,1950,1,No,26.62,Excellent,410400.0
Phoenix,Suburb,1618.0,2,2,1973,0,No,14.71,Poor,297100.0
New York,Suburb,2778.0,1,1,1984,2,Yes,21.08,Fair,449100.0
Los Angeles,Downtown,2569.0,2,3,1963,2,No,2.04,Good,512700.0
Phoenix,Urban,2785.0,2,2,2016,1,No,16.26,Fair,520400.0
Los Angeles,Suburb,2653.0,2,3,1962,1,No,9.39,Excellent,478900.0
Houston,Suburb,2905.0,2,1,1996,2,No,8.91,Good,518900.0
Houston,Rural,3658.0,4,2,1999,0,Yes,11.99,Good,684900.0
Houston,Rural,2954.0,1,3,1975,3,Yes,0.52,Fair,534300.0
New York,Urban,1660.0,2,3,1952,3,No,14.27,Fair,319100.0
Houston,Downtown,2499.0,4,2,2000,1,No,14.85,Good,662000.0
Phoenix,Urban,3812.0,2,3,1989,2,No,25.96,Good,675100.0
Los Angeles,Downtown,4462.375,3,3,2017,2,Yes,13.73,Good,813550.0
Chicago,Suburb,1601.0,2,1,1985,2,Yes,11.22,Fair,284200.0
Phoenix,Rural,2694.0,2,1,2000,0,No,29.85,Good,421700.0
Phoenix,Urban,834.0,5,1,1950,1,No,17.35,Fair,215800.0
Houston,Urban,2943.0,3,1,1982,1,No,14.44,Good,497900.0
New York,Downtown,2061.0,1,1,1956,1,No,15.13,Good,327900.0
Los Angeles,Downtown,4039.0,2,1,2001,0,Yes,24.37,Fair,684000.0
New York,Urban,1880.0,1,2,1960,1,Yes,10.55,Good,321200.0
Los Angeles,Downtown,1149.0,3,1,1986,3,Yes,11.98,Poor,233100.0
Los Angeles,Urban,2123.0,2,3,1963,1,Yes,22.8,Good,374200.0
New York,Urban,920.0,5,2,1995,1,Yes,2.65,Good,296600.0
Phoenix,Urban,3101.0,4,3,1959,1,Yes,26.02,Poor,540800.0
Los Angeles,Suburb,848.0,5,1,1973,0,No,13.19,Excellent,221700.0
New York,Downtown,2523.0,5,1,2010,3,No,17.65,Good,521500.0
Los Angeles,Rural,838.0,4,3,1967,3,Yes,22.85,Excellent,234000.0
Chicago,Rural,2244.0,4,3,1958,2,Yes,8.35,Fair,454700.0
Phoenix,Downtown,3815.0,4,3,1966,2,Yes,26.76,Excellent,647400.0
Houston,Urban,2789.0,2,2,2007,3,No,29.39,Fair,463300.0
Los Angeles,Rural,1809.0,1,1,1962,1,No,15.08,Good,276800.0
Chicago,Rural,2475.0,1,3,1999,1,No,28.14,Excellent,408800.0
Houston,Downtown,2514.0,4,1,1955,1,No,0.53,Fair,517500.0
Houston,Rural,2878.0,5,3,1986,0,Yes,26.88,Poor,564500.0
Los Angeles,Urban,1407.0,3,1,1985,1,No,9.68,Good,287900.0
New York,Downtown,2974.0,4,2,2020,0,Yes,9.69,Good,594900.0
Los Angeles,Urban,517.375,5,1,1974,3,No,7.23,Good,162000.0
Chicago,Rural,1996.0,5,3,1960,1,No,9.85,Poor,436600.0
Houston,Rural,2109.0,2,1,1993,1,No,6.8,Good,364400.0
Los Angeles,Urban,3007.0,2,2,1963,2,No,27.22,Fair,505200.0
New York,Suburb,2518.0,1,2,1978,3,Yes,27.02,Excellent,397600.0
Los Angeles,Rural,1376.0,1,1,2023,1,Yes,3.52,Good,271600.0
Phoenix,Suburb,1712.0,3,3,1999,0,Yes,4.71,Good,399600.0
New York,Rural,2659.0,3,2,1954,3,Yes,25.93,Fair,436300.0
Chicago,Suburb,2437.0,3,2,2021,2,Yes,12.27,Excellent,464700.0
Houston,Suburb,2037.0,3,1,2018,3,Yes,5.49,Good,410900.0
Los Angeles,Suburb,2115.0,5,2,2006,0,Yes,15.56,Excellent,439200.0
New York,Urban,3057.0,5,2,1975,2,No,12.79,Fair,578700.0
Phoenix,Suburb,2086.0,1,3,1955,0,Yes,6.97,Good,376500.0
New York,Suburb,2430.0,2,3,1965,3,No,21.76,Good,424900.0
Phoenix,Suburb,4236.0,2,3,2009,2,Yes,19.12,Poor,704800.0
Chicago,Rural,1361.0,4,1,1961,0,No,3.44,Good,307100.0
Houston,Downtown,3589.0,2,1,1974,2,No,15.15,Excellent,813550.0
Phoenix,Rural,4462.375,5,3,1979,2,Yes,12.52,Good,348800.0
Chicago,Downtown,517.375,4,3,1960,2,No,21.12,Fair,114750.0
Phoenix,Rural,2647.0,5,2,1966,3,No,27.17,Fair,458600.0
Phoenix,Urban,2499.0,2,3,1975,3,Yes,24.25,Fair,673500.0
Los Angeles,Suburb,3491.0,4,2,1972,1,Yes,8.6,Good,669500.0
Chicago,Urban,2668.0,1,2,2005,0,No,26.43,Fair,435600.0
Chicago,Suburb,2107.0,3,3,2001,1,Yes,25.09,Good,415900.0
Chicago,Suburb,3146.0,2,2,1997,2,Yes,27.91,Fair,525000.0
Phoenix,Suburb,1721.0,2,2,1969,1,Yes,14.03,Good,302900.0
Houston,Urban,2881.0,2,2,1951,3,Yes,23.17,Good,484700.0
Chicago,Suburb,2904.0,4,2,1980,2,No,17.95,Good,555300.0
Phoenix,Urban,3348.0,1,3,1976,2,No,9.66,Good,558300.0
Los Angeles,Downtown,2499.0,5,1,1951,0,Yes,29.84,Excellent,780000.0
Houston,Rural,2814.0,1,1,1953,0,No,1.63,Good,464400.0
Los Angeles,Rural,2093.0,4,2,1962,2,Yes,5.29,Fair,450200.0
Houston,Suburb,2480.0,2,2,1984,2,Yes,26.83,Good,417100.0
Phoenix,Urban,1085.0,3,2,2021,1,Yes,2.29,Excellent,295800.0
New York,Rural,1944.0,2,1,2015,2,Yes,26.66,Fair,366100.0
Houston,Urban,2173.0,5,2,1955,3,No,21.6,Fair,409000.0
